metric,n_neighbors,pp@cat_encoder,pp@decomposition,pp@featuregen,pp@featureselector,pp@scaler,weights,p,pp@kernel_pca_kernel,pp@kernel_pca_n_components,pp@poly_degree,pp@selectp_percentile,pp@std_with_std,anchor_size,score
cosine,1,onehot,agglomerator,poly,selectp,std,distance,1,linear,0.25,2,98,False,32,0.9045000000000002
cosine,1,onehot,agglomerator,poly,selectp,std,distance,1,linear,0.25,2,98,False,45,0.9076000000000001
cosine,1,onehot,agglomerator,poly,selectp,std,distance,1,linear,0.25,2,98,False,64,0.8137000000000001
cosine,1,onehot,agglomerator,poly,selectp,std,distance,1,linear,0.25,2,98,False,91,0.6782
cosine,1,onehot,agglomerator,poly,selectp,std,distance,1,linear,0.25,2,98,False,128,0.5627
cosine,1,onehot,agglomerator,poly,selectp,std,distance,1,linear,0.25,2,98,False,181,0.5043
cosine,1,onehot,agglomerator,poly,selectp,std,distance,1,linear,0.25,2,98,False,256,0.44939999999999997
cosine,1,onehot,agglomerator,poly,selectp,std,distance,1,linear,0.25,2,98,False,362,0.3827
cosine,1,onehot,agglomerator,poly,selectp,std,distance,1,linear,0.25,2,98,False,512,0.3229
cosine,1,onehot,agglomerator,poly,selectp,std,distance,1,linear,0.25,2,98,False,724,0.2671
cosine,1,onehot,agglomerator,poly,selectp,std,distance,1,linear,0.25,2,98,False,1024,0.21790000000000004
cosine,1,onehot,agglomerator,poly,selectp,std,distance,1,linear,0.25,2,98,False,1448,0.1764
cosine,1,onehot,agglomerator,poly,selectp,std,distance,1,linear,0.25,2,98,False,2048,0.1434
cosine,1,onehot,agglomerator,poly,selectp,std,distance,1,linear,0.25,2,98,False,2896,0.11650000000000002
cosine,1,onehot,agglomerator,poly,selectp,std,distance,1,linear,0.25,2,98,False,4096,0.09230000000000001
cosine,1,onehot,agglomerator,poly,selectp,std,distance,1,linear,0.25,2,98,False,5793,0.07409999999999997
cosine,1,onehot,agglomerator,poly,selectp,std,distance,1,linear,0.25,2,98,False,8192,0.0628
cosine,1,onehot,agglomerator,poly,selectp,std,distance,1,linear,0.25,2,98,False,11585,0.04920000000000002
cosine,1,onehot,agglomerator,poly,selectp,std,distance,1,linear,0.25,2,98,False,16000,0.04190000000000003
cosine,1,onehot,fastica,poly,none,std,uniform,1,linear,0.25,2,25,False,16,0.9463999999999999
cosine,1,onehot,fastica,poly,none,std,uniform,1,linear,0.25,2,25,False,23,0.9437999999999999
cosine,1,onehot,fastica,poly,none,std,uniform,1,linear,0.25,2,25,False,32,0.9045000000000002
cosine,1,onehot,fastica,poly,none,std,uniform,1,linear,0.25,2,25,False,45,0.9076000000000001
cosine,1,onehot,fastica,poly,none,std,uniform,1,linear,0.25,2,25,False,64,0.8137000000000001
cosine,1,onehot,fastica,poly,none,std,uniform,1,linear,0.25,2,25,False,91,0.6782
cosine,1,onehot,fastica,poly,none,std,uniform,1,linear,0.25,2,25,False,128,0.5627
cosine,1,onehot,fastica,poly,none,std,uniform,1,linear,0.25,2,25,False,181,0.5043
cosine,1,onehot,fastica,poly,none,std,uniform,1,linear,0.25,2,25,False,256,0.44939999999999997
cosine,1,onehot,fastica,poly,none,std,uniform,1,linear,0.25,2,25,False,362,0.3827
cosine,1,onehot,fastica,poly,none,std,uniform,1,linear,0.25,2,25,False,512,0.3229
cosine,1,onehot,fastica,poly,none,std,uniform,1,linear,0.25,2,25,False,724,0.2671
cosine,1,onehot,fastica,poly,none,std,uniform,1,linear,0.25,2,25,False,1024,0.21790000000000004
cosine,1,onehot,fastica,poly,none,std,uniform,1,linear,0.25,2,25,False,1448,0.1764
cosine,1,onehot,fastica,poly,none,std,uniform,1,linear,0.25,2,25,False,2048,0.1434
cosine,1,onehot,fastica,poly,none,std,uniform,1,linear,0.25,2,25,False,2896,0.11650000000000002
cosine,1,onehot,fastica,poly,none,std,uniform,1,linear,0.25,2,25,False,4096,0.09230000000000001
cosine,1,onehot,fastica,poly,none,std,uniform,1,linear,0.25,2,25,False,5793,0.07409999999999997
cosine,1,onehot,fastica,poly,none,std,uniform,1,linear,0.25,2,25,False,8192,0.0628
cosine,1,onehot,fastica,poly,none,std,uniform,1,linear,0.25,2,25,False,11585,0.04920000000000002
cosine,1,onehot,fastica,poly,none,std,uniform,1,linear,0.25,2,25,False,16000,0.04190000000000003
cosine,1,onehot,fastica,poly,selectp,std,distance,1,linear,0.25,2,69,True,16,0.9463999999999999
cosine,1,onehot,fastica,poly,selectp,std,distance,1,linear,0.25,2,69,True,23,0.9437999999999999
cosine,1,onehot,fastica,poly,selectp,std,distance,1,linear,0.25,2,69,True,32,0.9045000000000002
cosine,1,onehot,fastica,poly,selectp,std,distance,1,linear,0.25,2,69,True,45,0.9076000000000001
cosine,1,onehot,fastica,poly,selectp,std,distance,1,linear,0.25,2,69,True,64,0.8137000000000001
cosine,1,onehot,fastica,poly,selectp,std,distance,1,linear,0.25,2,69,True,91,0.6782
cosine,1,onehot,fastica,poly,selectp,std,distance,1,linear,0.25,2,69,True,128,0.5627
cosine,1,onehot,fastica,poly,selectp,std,distance,1,linear,0.25,2,69,True,181,0.5043
cosine,1,onehot,fastica,poly,selectp,std,distance,1,linear,0.25,2,69,True,256,0.44939999999999997
cosine,1,onehot,fastica,poly,selectp,std,distance,1,linear,0.25,2,69,True,362,0.3827
cosine,1,onehot,fastica,poly,selectp,std,distance,1,linear,0.25,2,69,True,512,0.3229
cosine,1,onehot,fastica,poly,selectp,std,distance,1,linear,0.25,2,69,True,724,0.2671
cosine,1,onehot,fastica,poly,selectp,std,distance,1,linear,0.25,2,69,True,1024,0.21790000000000004
cosine,1,onehot,fastica,poly,selectp,std,distance,1,linear,0.25,2,69,True,1448,0.1764
cosine,1,onehot,fastica,poly,selectp,std,distance,1,linear,0.25,2,69,True,2048,0.1434
cosine,1,onehot,fastica,poly,selectp,std,distance,1,linear,0.25,2,69,True,2896,0.11650000000000002
cosine,1,onehot,fastica,poly,selectp,std,distance,1,linear,0.25,2,69,True,4096,0.09230000000000001
cosine,1,onehot,fastica,poly,selectp,std,distance,1,linear,0.25,2,69,True,5793,0.07409999999999997
cosine,1,onehot,fastica,poly,selectp,std,distance,1,linear,0.25,2,69,True,8192,0.0628
cosine,1,onehot,fastica,poly,selectp,std,distance,1,linear,0.25,2,69,True,11585,0.04920000000000002
cosine,1,onehot,fastica,poly,selectp,std,distance,1,linear,0.25,2,69,True,16000,0.04190000000000003
cosine,1,onehot,fastica,poly,selectp,std,uniform,1,linear,0.25,2,64,True,16,0.9463999999999999
cosine,1,onehot,fastica,poly,selectp,std,uniform,1,linear,0.25,2,64,True,23,0.9437999999999999
cosine,1,onehot,fastica,poly,selectp,std,uniform,1,linear,0.25,2,64,True,32,0.9045000000000002
cosine,1,onehot,fastica,poly,selectp,std,uniform,1,linear,0.25,2,64,True,45,0.9076000000000001
cosine,1,onehot,fastica,poly,selectp,std,uniform,1,linear,0.25,2,64,True,64,0.8137000000000001
cosine,1,onehot,fastica,poly,selectp,std,uniform,1,linear,0.25,2,64,True,91,0.6782
cosine,1,onehot,fastica,poly,selectp,std,uniform,1,linear,0.25,2,64,True,128,0.5627
cosine,1,onehot,fastica,poly,selectp,std,uniform,1,linear,0.25,2,64,True,181,0.5043
cosine,1,onehot,fastica,poly,selectp,std,uniform,1,linear,0.25,2,64,True,256,0.44939999999999997
cosine,1,onehot,fastica,poly,selectp,std,uniform,1,linear,0.25,2,64,True,362,0.3827
cosine,1,onehot,fastica,poly,selectp,std,uniform,1,linear,0.25,2,64,True,512,0.3229
cosine,1,onehot,fastica,poly,selectp,std,uniform,1,linear,0.25,2,64,True,724,0.2671
cosine,1,onehot,fastica,poly,selectp,std,uniform,1,linear,0.25,2,64,True,1024,0.21790000000000004
cosine,1,onehot,fastica,poly,selectp,std,uniform,1,linear,0.25,2,64,True,1448,0.1764
cosine,1,onehot,fastica,poly,selectp,std,uniform,1,linear,0.25,2,64,True,2048,0.1434
cosine,1,onehot,fastica,poly,selectp,std,uniform,1,linear,0.25,2,64,True,2896,0.11650000000000002
cosine,1,onehot,fastica,poly,selectp,std,uniform,1,linear,0.25,2,64,True,4096,0.09230000000000001
cosine,1,onehot,fastica,poly,selectp,std,uniform,1,linear,0.25,2,64,True,5793,0.07409999999999997
cosine,1,onehot,fastica,poly,selectp,std,uniform,1,linear,0.25,2,64,True,8192,0.0628
cosine,1,onehot,fastica,poly,selectp,std,uniform,1,linear,0.25,2,64,True,11585,0.04920000000000002
cosine,1,onehot,fastica,poly,selectp,std,uniform,1,linear,0.25,2,64,True,16000,0.04190000000000003
cosine,1,onehot,ka_nystroem,poly,none,std,uniform,1,linear,0.25,2,25,False,16,0.9463999999999999
cosine,1,onehot,ka_nystroem,poly,none,std,uniform,1,linear,0.25,2,25,False,23,0.9437999999999999
cosine,1,onehot,ka_nystroem,poly,none,std,uniform,1,linear,0.25,2,25,False,32,0.9045000000000002
cosine,1,onehot,ka_nystroem,poly,none,std,uniform,1,linear,0.25,2,25,False,45,0.9076000000000001
cosine,1,onehot,ka_nystroem,poly,none,std,uniform,1,linear,0.25,2,25,False,64,0.8137000000000001
cosine,1,onehot,ka_nystroem,poly,none,std,uniform,1,linear,0.25,2,25,False,91,0.6782
cosine,1,onehot,ka_nystroem,poly,none,std,uniform,1,linear,0.25,2,25,False,128,0.5627
cosine,1,onehot,ka_nystroem,poly,none,std,uniform,1,linear,0.25,2,25,False,181,0.5043
cosine,1,onehot,ka_nystroem,poly,none,std,uniform,1,linear,0.25,2,25,False,256,0.44939999999999997
cosine,1,onehot,ka_nystroem,poly,none,std,uniform,1,linear,0.25,2,25,False,362,0.3827
cosine,1,onehot,ka_nystroem,poly,none,std,uniform,1,linear,0.25,2,25,False,512,0.3229
cosine,1,onehot,ka_nystroem,poly,none,std,uniform,1,linear,0.25,2,25,False,724,0.2671
cosine,1,onehot,ka_nystroem,poly,none,std,uniform,1,linear,0.25,2,25,False,1024,0.21790000000000004
cosine,1,onehot,ka_nystroem,poly,none,std,uniform,1,linear,0.25,2,25,False,1448,0.1764
cosine,1,onehot,ka_nystroem,poly,none,std,uniform,1,linear,0.25,2,25,False,2048,0.1434
cosine,1,onehot,ka_nystroem,poly,none,std,uniform,1,linear,0.25,2,25,False,2896,0.11650000000000002
cosine,1,onehot,ka_nystroem,poly,none,std,uniform,1,linear,0.25,2,25,False,4096,0.09230000000000001
cosine,1,onehot,ka_nystroem,poly,none,std,uniform,1,linear,0.25,2,25,False,5793,0.07409999999999997
cosine,1,onehot,ka_nystroem,poly,none,std,uniform,1,linear,0.25,2,25,False,8192,0.0628
cosine,1,onehot,ka_nystroem,poly,none,std,uniform,1,linear,0.25,2,25,False,11585,0.04920000000000002
cosine,1,onehot,ka_nystroem,poly,none,std,uniform,1,linear,0.25,2,25,False,16000,0.04190000000000003
cosine,1,onehot,ka_rbf,poly,selectp,std,distance,1,linear,0.25,2,82,False,16,0.9463999999999999
cosine,1,onehot,ka_rbf,poly,selectp,std,distance,1,linear,0.25,2,82,False,23,0.9437999999999999
cosine,1,onehot,ka_rbf,poly,selectp,std,distance,1,linear,0.25,2,82,False,32,0.9045000000000002
cosine,1,onehot,ka_rbf,poly,selectp,std,distance,1,linear,0.25,2,82,False,45,0.9076000000000001
cosine,1,onehot,ka_rbf,poly,selectp,std,distance,1,linear,0.25,2,82,False,64,0.8137000000000001
cosine,1,onehot,ka_rbf,poly,selectp,std,distance,1,linear,0.25,2,82,False,91,0.6782
cosine,1,onehot,ka_rbf,poly,selectp,std,distance,1,linear,0.25,2,82,False,128,0.5627
cosine,1,onehot,ka_rbf,poly,selectp,std,distance,1,linear,0.25,2,82,False,181,0.5043
cosine,1,onehot,ka_rbf,poly,selectp,std,distance,1,linear,0.25,2,82,False,256,0.44939999999999997
cosine,1,onehot,ka_rbf,poly,selectp,std,distance,1,linear,0.25,2,82,False,362,0.3827
cosine,1,onehot,ka_rbf,poly,selectp,std,distance,1,linear,0.25,2,82,False,512,0.3229
cosine,1,onehot,ka_rbf,poly,selectp,std,distance,1,linear,0.25,2,82,False,724,0.2671
cosine,1,onehot,ka_rbf,poly,selectp,std,distance,1,linear,0.25,2,82,False,1024,0.21790000000000004
cosine,1,onehot,ka_rbf,poly,selectp,std,distance,1,linear,0.25,2,82,False,1448,0.1764
cosine,1,onehot,ka_rbf,poly,selectp,std,distance,1,linear,0.25,2,82,False,2048,0.1434
cosine,1,onehot,ka_rbf,poly,selectp,std,distance,1,linear,0.25,2,82,False,2896,0.11650000000000002
cosine,1,onehot,ka_rbf,poly,selectp,std,distance,1,linear,0.25,2,82,False,4096,0.09230000000000001
cosine,1,onehot,ka_rbf,poly,selectp,std,distance,1,linear,0.25,2,82,False,5793,0.07409999999999997
cosine,1,onehot,ka_rbf,poly,selectp,std,distance,1,linear,0.25,2,82,False,8192,0.0628
cosine,1,onehot,ka_rbf,poly,selectp,std,distance,1,linear,0.25,2,82,False,11585,0.04920000000000002
cosine,1,onehot,ka_rbf,poly,selectp,std,distance,1,linear,0.25,2,82,False,16000,0.04190000000000003
cosine,1,onehot,kernel_pca,poly,none,std,uniform,1,linear,0.8547323409992,2,25,True,16,0.9463999999999999
cosine,1,onehot,kernel_pca,poly,none,std,uniform,1,linear,0.8547323409992,2,25,True,23,0.9437999999999999
cosine,1,onehot,kernel_pca,poly,none,std,uniform,1,linear,0.8547323409992,2,25,True,32,0.9045000000000002
cosine,1,onehot,kernel_pca,poly,none,std,uniform,1,linear,0.8547323409992,2,25,True,45,0.9076000000000001
cosine,1,onehot,kernel_pca,poly,none,std,uniform,1,linear,0.8547323409992,2,25,True,64,0.8137000000000001
cosine,1,onehot,kernel_pca,poly,none,std,uniform,1,linear,0.8547323409992,2,25,True,91,0.6782
cosine,1,onehot,kernel_pca,poly,none,std,uniform,1,linear,0.8547323409992,2,25,True,128,0.5627
cosine,1,onehot,kernel_pca,poly,none,std,uniform,1,linear,0.8547323409992,2,25,True,181,0.5043
cosine,1,onehot,kernel_pca,poly,none,std,uniform,1,linear,0.8547323409992,2,25,True,256,0.44939999999999997
cosine,1,onehot,kernel_pca,poly,none,std,uniform,1,linear,0.8547323409992,2,25,True,362,0.3827
cosine,1,onehot,kernel_pca,poly,none,std,uniform,1,linear,0.8547323409992,2,25,True,512,0.3229
cosine,1,onehot,kernel_pca,poly,none,std,uniform,1,linear,0.8547323409992,2,25,True,724,0.2671
cosine,1,onehot,kernel_pca,poly,none,std,uniform,1,linear,0.8547323409992,2,25,True,1024,0.21790000000000004
cosine,1,onehot,kernel_pca,poly,none,std,uniform,1,linear,0.8547323409992,2,25,True,1448,0.1764
cosine,1,onehot,kernel_pca,poly,none,std,uniform,1,linear,0.8547323409992,2,25,True,2048,0.1434
cosine,1,onehot,kernel_pca,poly,none,std,uniform,1,linear,0.8547323409992,2,25,True,2896,0.11650000000000002
cosine,1,onehot,kernel_pca,poly,none,std,uniform,1,linear,0.8547323409992,2,25,True,4096,0.09230000000000001
cosine,1,onehot,kernel_pca,poly,none,std,uniform,1,linear,0.8547323409992,2,25,True,5793,0.07409999999999997
cosine,1,onehot,kernel_pca,poly,none,std,uniform,1,linear,0.8547323409992,2,25,True,8192,0.0628
cosine,1,onehot,kernel_pca,poly,none,std,uniform,1,linear,0.8547323409992,2,25,True,11585,0.04920000000000002
cosine,1,onehot,kernel_pca,poly,none,std,uniform,1,linear,0.8547323409992,2,25,True,16000,0.04190000000000003
cosine,1,onehot,kernel_pca,poly,selectp,minmax,uniform,1,linear,0.693635759423,2,87,True,16,0.9463999999999999
cosine,1,onehot,kernel_pca,poly,selectp,minmax,uniform,1,linear,0.693635759423,2,87,True,23,0.9437999999999999
cosine,1,onehot,kernel_pca,poly,selectp,minmax,uniform,1,linear,0.693635759423,2,87,True,32,0.9045000000000002
cosine,1,onehot,kernel_pca,poly,selectp,minmax,uniform,1,linear,0.693635759423,2,87,True,45,0.9076000000000001
cosine,1,onehot,kernel_pca,poly,selectp,minmax,uniform,1,linear,0.693635759423,2,87,True,64,0.8137000000000001
cosine,1,onehot,kernel_pca,poly,selectp,minmax,uniform,1,linear,0.693635759423,2,87,True,91,0.6782
cosine,1,onehot,kernel_pca,poly,selectp,minmax,uniform,1,linear,0.693635759423,2,87,True,128,0.5627
cosine,1,onehot,kernel_pca,poly,selectp,minmax,uniform,1,linear,0.693635759423,2,87,True,181,0.5043
cosine,1,onehot,kernel_pca,poly,selectp,minmax,uniform,1,linear,0.693635759423,2,87,True,256,0.44939999999999997
cosine,1,onehot,kernel_pca,poly,selectp,minmax,uniform,1,linear,0.693635759423,2,87,True,362,0.3827
cosine,1,onehot,kernel_pca,poly,selectp,minmax,uniform,1,linear,0.693635759423,2,87,True,512,0.3229
cosine,1,onehot,kernel_pca,poly,selectp,minmax,uniform,1,linear,0.693635759423,2,87,True,724,0.2671
cosine,1,onehot,kernel_pca,poly,selectp,minmax,uniform,1,linear,0.693635759423,2,87,True,1024,0.21790000000000004
cosine,1,onehot,kernel_pca,poly,selectp,minmax,uniform,1,linear,0.693635759423,2,87,True,1448,0.1764
cosine,1,onehot,kernel_pca,poly,selectp,minmax,uniform,1,linear,0.693635759423,2,87,True,2048,0.1434
cosine,1,onehot,kernel_pca,poly,selectp,minmax,uniform,1,linear,0.693635759423,2,87,True,2896,0.11650000000000002
cosine,1,onehot,kernel_pca,poly,selectp,minmax,uniform,1,linear,0.693635759423,2,87,True,4096,0.09230000000000001
cosine,1,onehot,kernel_pca,poly,selectp,minmax,uniform,1,linear,0.693635759423,2,87,True,5793,0.07409999999999997
cosine,1,onehot,kernel_pca,poly,selectp,minmax,uniform,1,linear,0.693635759423,2,87,True,8192,0.0628
cosine,1,onehot,kernel_pca,poly,selectp,minmax,uniform,1,linear,0.693635759423,2,87,True,11585,0.04920000000000002
cosine,1,onehot,kernel_pca,poly,selectp,minmax,uniform,1,linear,0.693635759423,2,87,True,16000,0.04190000000000003
cosine,1,onehot,kernel_pca,poly,selectp,none,uniform,1,rbf,0.5400027959876,2,86,True,16,0.9463999999999999
cosine,1,onehot,kernel_pca,poly,selectp,none,uniform,1,rbf,0.5400027959876,2,86,True,23,0.9437999999999999
cosine,1,onehot,kernel_pca,poly,selectp,none,uniform,1,rbf,0.5400027959876,2,86,True,32,0.9045000000000002
cosine,1,onehot,kernel_pca,poly,selectp,none,uniform,1,rbf,0.5400027959876,2,86,True,45,0.9076000000000001
cosine,1,onehot,kernel_pca,poly,selectp,none,uniform,1,rbf,0.5400027959876,2,86,True,64,0.8137000000000001
cosine,1,onehot,kernel_pca,poly,selectp,none,uniform,1,rbf,0.5400027959876,2,86,True,91,0.6782
cosine,1,onehot,kernel_pca,poly,selectp,none,uniform,1,rbf,0.5400027959876,2,86,True,128,0.5627
cosine,1,onehot,kernel_pca,poly,selectp,none,uniform,1,rbf,0.5400027959876,2,86,True,181,0.5043
cosine,1,onehot,kernel_pca,poly,selectp,none,uniform,1,rbf,0.5400027959876,2,86,True,256,0.44939999999999997
cosine,1,onehot,kernel_pca,poly,selectp,none,uniform,1,rbf,0.5400027959876,2,86,True,362,0.3827
cosine,1,onehot,kernel_pca,poly,selectp,none,uniform,1,rbf,0.5400027959876,2,86,True,512,0.3229
cosine,1,onehot,kernel_pca,poly,selectp,none,uniform,1,rbf,0.5400027959876,2,86,True,724,0.2671
cosine,1,onehot,kernel_pca,poly,selectp,none,uniform,1,rbf,0.5400027959876,2,86,True,1024,0.21790000000000004
cosine,1,onehot,kernel_pca,poly,selectp,none,uniform,1,rbf,0.5400027959876,2,86,True,1448,0.1764
cosine,1,onehot,kernel_pca,poly,selectp,none,uniform,1,rbf,0.5400027959876,2,86,True,2048,0.1434
cosine,1,onehot,kernel_pca,poly,selectp,none,uniform,1,rbf,0.5400027959876,2,86,True,2896,0.11650000000000002
cosine,1,onehot,kernel_pca,poly,selectp,none,uniform,1,rbf,0.5400027959876,2,86,True,4096,0.09230000000000001
cosine,1,onehot,kernel_pca,poly,selectp,none,uniform,1,rbf,0.5400027959876,2,86,True,5793,0.07409999999999997
cosine,1,onehot,kernel_pca,poly,selectp,none,uniform,1,rbf,0.5400027959876,2,86,True,8192,0.0628
cosine,1,onehot,kernel_pca,poly,selectp,none,uniform,1,rbf,0.5400027959876,2,86,True,11585,0.04920000000000002
cosine,1,onehot,kernel_pca,poly,selectp,none,uniform,1,rbf,0.5400027959876,2,86,True,16000,0.04190000000000003
cosine,1,onehot,lda,none,selectp,minmax,distance,1,linear,0.25,2,68,True,16,0.9463999999999999
cosine,1,onehot,lda,none,selectp,minmax,distance,1,linear,0.25,2,68,True,23,0.9437999999999999
cosine,1,onehot,lda,none,selectp,minmax,distance,1,linear,0.25,2,68,True,32,0.9045000000000002
cosine,1,onehot,lda,none,selectp,minmax,distance,1,linear,0.25,2,68,True,45,0.9076000000000001
cosine,1,onehot,lda,none,selectp,minmax,distance,1,linear,0.25,2,68,True,64,0.8137000000000001
cosine,1,onehot,lda,none,selectp,minmax,distance,1,linear,0.25,2,68,True,91,0.6782
cosine,1,onehot,lda,none,selectp,minmax,distance,1,linear,0.25,2,68,True,128,0.5627
cosine,1,onehot,lda,none,selectp,minmax,distance,1,linear,0.25,2,68,True,181,0.5043
cosine,1,onehot,lda,none,selectp,minmax,distance,1,linear,0.25,2,68,True,256,0.44939999999999997
cosine,1,onehot,lda,none,selectp,minmax,distance,1,linear,0.25,2,68,True,362,0.3827
cosine,1,onehot,lda,none,selectp,minmax,distance,1,linear,0.25,2,68,True,512,0.3229
cosine,1,onehot,lda,none,selectp,minmax,distance,1,linear,0.25,2,68,True,724,0.2671
cosine,1,onehot,lda,none,selectp,minmax,distance,1,linear,0.25,2,68,True,1024,0.21790000000000004
cosine,1,onehot,lda,none,selectp,minmax,distance,1,linear,0.25,2,68,True,1448,0.1764
cosine,1,onehot,lda,none,selectp,minmax,distance,1,linear,0.25,2,68,True,2048,0.1434
cosine,1,onehot,lda,none,selectp,minmax,distance,1,linear,0.25,2,68,True,2896,0.11650000000000002
cosine,1,onehot,lda,none,selectp,minmax,distance,1,linear,0.25,2,68,True,4096,0.09230000000000001
cosine,1,onehot,lda,none,selectp,minmax,distance,1,linear,0.25,2,68,True,5793,0.07409999999999997
cosine,1,onehot,lda,none,selectp,minmax,distance,1,linear,0.25,2,68,True,8192,0.0628
cosine,1,onehot,lda,none,selectp,minmax,distance,1,linear,0.25,2,68,True,11585,0.04920000000000002
cosine,1,onehot,lda,none,selectp,minmax,distance,1,linear,0.25,2,68,True,16000,0.04190000000000003
cosine,1,onehot,none,none,none,std,uniform,1,linear,0.25,2,25,False,16,0.9463999999999999
cosine,1,onehot,none,none,none,std,uniform,1,linear,0.25,2,25,False,23,0.9437999999999999
cosine,1,onehot,none,none,none,std,uniform,1,linear,0.25,2,25,False,32,0.9045000000000002
cosine,1,onehot,none,none,none,std,uniform,1,linear,0.25,2,25,False,45,0.9076000000000001
cosine,1,onehot,none,none,none,std,uniform,1,linear,0.25,2,25,False,64,0.8137000000000001
cosine,1,onehot,none,none,none,std,uniform,1,linear,0.25,2,25,False,91,0.6782
cosine,1,onehot,none,none,none,std,uniform,1,linear,0.25,2,25,False,128,0.5627
cosine,1,onehot,none,none,none,std,uniform,1,linear,0.25,2,25,False,181,0.5043
cosine,1,onehot,none,none,none,std,uniform,1,linear,0.25,2,25,False,256,0.44939999999999997
cosine,1,onehot,none,none,none,std,uniform,1,linear,0.25,2,25,False,362,0.3827
cosine,1,onehot,none,none,none,std,uniform,1,linear,0.25,2,25,False,512,0.3229
cosine,1,onehot,none,none,none,std,uniform,1,linear,0.25,2,25,False,724,0.2671
cosine,1,onehot,none,none,none,std,uniform,1,linear,0.25,2,25,False,1024,0.21790000000000004
cosine,1,onehot,none,none,none,std,uniform,1,linear,0.25,2,25,False,1448,0.1764
cosine,1,onehot,none,none,none,std,uniform,1,linear,0.25,2,25,False,2048,0.1434
cosine,1,onehot,none,none,none,std,uniform,1,linear,0.25,2,25,False,2896,0.11650000000000002
cosine,1,onehot,none,none,none,std,uniform,1,linear,0.25,2,25,False,4096,0.09230000000000001
cosine,1,onehot,none,none,none,std,uniform,1,linear,0.25,2,25,False,5793,0.07409999999999997
cosine,1,onehot,none,none,none,std,uniform,1,linear,0.25,2,25,False,8192,0.0628
cosine,1,onehot,none,none,none,std,uniform,1,linear,0.25,2,25,False,11585,0.04920000000000002
cosine,1,onehot,none,none,none,std,uniform,1,linear,0.25,2,25,False,16000,0.04190000000000003
cosine,1,onehot,none,none,selectp,minmax,uniform,1,linear,0.25,2,64,True,16,0.9463999999999999
cosine,1,onehot,none,none,selectp,minmax,uniform,1,linear,0.25,2,64,True,23,0.9437999999999999
cosine,1,onehot,none,none,selectp,minmax,uniform,1,linear,0.25,2,64,True,32,0.9045000000000002
cosine,1,onehot,none,none,selectp,minmax,uniform,1,linear,0.25,2,64,True,45,0.9076000000000001
cosine,1,onehot,none,none,selectp,minmax,uniform,1,linear,0.25,2,64,True,64,0.8137000000000001
cosine,1,onehot,none,none,selectp,minmax,uniform,1,linear,0.25,2,64,True,91,0.6782
