metric,n_neighbors,pp@cat_encoder,pp@decomposition,pp@featuregen,pp@featureselector,pp@scaler,weights,p,pp@kernel_pca_kernel,pp@kernel_pca_n_components,pp@poly_degree,pp@selectp_percentile,pp@std_with_std,anchor_size,score
cosine,1,onehot,agglomerator,poly,selectp,std,distance,1,linear,0.25,2,98,False,362,0.7693333333333333
cosine,1,onehot,agglomerator,poly,selectp,std,distance,1,linear,0.25,2,98,False,512,0.744
cosine,1,onehot,agglomerator,poly,selectp,std,distance,1,linear,0.25,2,98,False,724,0.724
cosine,1,onehot,agglomerator,poly,selectp,std,distance,1,linear,0.25,2,98,False,1024,0.6706666666666667
cosine,1,onehot,agglomerator,poly,selectp,std,distance,1,linear,0.25,2,98,False,1200,0.6573333333333333
cosine,1,onehot,fastica,poly,selectp,std,uniform,1,linear,0.25,2,64,True,16,0.9879999999999999
cosine,1,onehot,fastica,poly,selectp,std,uniform,1,linear,0.25,2,64,True,23,0.9813333333333334
cosine,1,onehot,fastica,poly,selectp,std,uniform,1,linear,0.25,2,64,True,32,0.9786666666666667
cosine,1,onehot,fastica,poly,selectp,std,uniform,1,linear,0.25,2,64,True,45,0.9866666666666667
cosine,1,onehot,fastica,poly,selectp,std,uniform,1,linear,0.25,2,64,True,64,0.9813333333333333
cosine,1,onehot,fastica,poly,selectp,std,uniform,1,linear,0.25,2,64,True,91,0.9786666666666667
cosine,1,onehot,fastica,poly,selectp,std,uniform,1,linear,0.25,2,64,True,128,0.9453333333333334
cosine,1,onehot,fastica,poly,selectp,std,uniform,1,linear,0.25,2,64,True,181,0.836
cosine,1,onehot,fastica,poly,selectp,std,uniform,1,linear,0.25,2,64,True,256,0.7666666666666666
cosine,1,onehot,fastica,poly,selectp,std,uniform,1,linear,0.25,2,64,True,362,0.7693333333333333
cosine,1,onehot,fastica,poly,selectp,std,uniform,1,linear,0.25,2,64,True,512,0.744
cosine,1,onehot,fastica,poly,selectp,std,uniform,1,linear,0.25,2,64,True,724,0.724
cosine,1,onehot,fastica,poly,selectp,std,uniform,1,linear,0.25,2,64,True,1024,0.6706666666666667
cosine,1,onehot,fastica,poly,selectp,std,uniform,1,linear,0.25,2,64,True,1200,0.6573333333333333
cosine,1,onehot,ka_rbf,poly,selectp,std,distance,1,linear,0.25,2,82,False,16,0.9879999999999999
cosine,1,onehot,ka_rbf,poly,selectp,std,distance,1,linear,0.25,2,82,False,23,0.9813333333333334
cosine,1,onehot,ka_rbf,poly,selectp,std,distance,1,linear,0.25,2,82,False,32,0.9786666666666667
cosine,1,onehot,ka_rbf,poly,selectp,std,distance,1,linear,0.25,2,82,False,45,0.9866666666666667
cosine,1,onehot,ka_rbf,poly,selectp,std,distance,1,linear,0.25,2,82,False,64,0.9813333333333333
cosine,1,onehot,ka_rbf,poly,selectp,std,distance,1,linear,0.25,2,82,False,91,0.9786666666666667
cosine,1,onehot,ka_rbf,poly,selectp,std,distance,1,linear,0.25,2,82,False,128,0.9453333333333334
cosine,1,onehot,ka_rbf,poly,selectp,std,distance,1,linear,0.25,2,82,False,181,0.836
cosine,1,onehot,ka_rbf,poly,selectp,std,distance,1,linear,0.25,2,82,False,256,0.7666666666666666
cosine,1,onehot,ka_rbf,poly,selectp,std,distance,1,linear,0.25,2,82,False,362,0.7693333333333333
cosine,1,onehot,ka_rbf,poly,selectp,std,distance,1,linear,0.25,2,82,False,512,0.744
cosine,1,onehot,ka_rbf,poly,selectp,std,distance,1,linear,0.25,2,82,False,724,0.724
cosine,1,onehot,ka_rbf,poly,selectp,std,distance,1,linear,0.25,2,82,False,1024,0.6706666666666667
cosine,1,onehot,ka_rbf,poly,selectp,std,distance,1,linear,0.25,2,82,False,1200,0.6573333333333333
cosine,1,onehot,kernel_pca,poly,selectp,none,uniform,1,rbf,0.5400027959876,2,86,True,16,0.9879999999999999
cosine,1,onehot,kernel_pca,poly,selectp,none,uniform,1,rbf,0.5400027959876,2,86,True,23,0.9813333333333334
cosine,1,onehot,kernel_pca,poly,selectp,none,uniform,1,rbf,0.5400027959876,2,86,True,32,0.9786666666666667
cosine,1,onehot,kernel_pca,poly,selectp,none,uniform,1,rbf,0.5400027959876,2,86,True,45,0.9866666666666667
cosine,1,onehot,kernel_pca,poly,selectp,none,uniform,1,rbf,0.5400027959876,2,86,True,64,0.9813333333333333
cosine,1,onehot,kernel_pca,poly,selectp,none,uniform,1,rbf,0.5400027959876,2,86,True,91,0.9786666666666667
cosine,1,onehot,kernel_pca,poly,selectp,none,uniform,1,rbf,0.5400027959876,2,86,True,128,0.9453333333333334
cosine,1,onehot,kernel_pca,poly,selectp,none,uniform,1,rbf,0.5400027959876,2,86,True,181,0.836
cosine,1,onehot,kernel_pca,poly,selectp,none,uniform,1,rbf,0.5400027959876,2,86,True,256,0.7666666666666666
cosine,1,onehot,kernel_pca,poly,selectp,none,uniform,1,rbf,0.5400027959876,2,86,True,362,0.7693333333333333
cosine,1,onehot,kernel_pca,poly,selectp,none,uniform,1,rbf,0.5400027959876,2,86,True,512,0.744
cosine,1,onehot,kernel_pca,poly,selectp,none,uniform,1,rbf,0.5400027959876,2,86,True,724,0.724
cosine,1,onehot,kernel_pca,poly,selectp,none,uniform,1,rbf,0.5400027959876,2,86,True,1024,0.6706666666666667
cosine,1,onehot,kernel_pca,poly,selectp,none,uniform,1,rbf,0.5400027959876,2,86,True,1200,0.6573333333333333
cosine,1,onehot,lda,none,selectp,minmax,distance,1,linear,0.25,2,68,True,16,0.9879999999999999
cosine,1,onehot,lda,none,selectp,minmax,distance,1,linear,0.25,2,68,True,23,0.9813333333333334
cosine,1,onehot,lda,none,selectp,minmax,distance,1,linear,0.25,2,68,True,32,0.9786666666666667
cosine,1,onehot,lda,none,selectp,minmax,distance,1,linear,0.25,2,68,True,45,0.9866666666666667
cosine,1,onehot,lda,none,selectp,minmax,distance,1,linear,0.25,2,68,True,64,0.9813333333333333
cosine,1,onehot,lda,none,selectp,minmax,distance,1,linear,0.25,2,68,True,91,0.9786666666666667
cosine,1,onehot,lda,none,selectp,minmax,distance,1,linear,0.25,2,68,True,128,0.9453333333333334
cosine,1,onehot,lda,none,selectp,minmax,distance,1,linear,0.25,2,68,True,181,0.836
cosine,1,onehot,lda,none,selectp,minmax,distance,1,linear,0.25,2,68,True,256,0.7666666666666666
cosine,1,onehot,lda,none,selectp,minmax,distance,1,linear,0.25,2,68,True,362,0.7693333333333333
cosine,1,onehot,lda,none,selectp,minmax,distance,1,linear,0.25,2,68,True,512,0.744
cosine,1,onehot,lda,none,selectp,minmax,distance,1,linear,0.25,2,68,True,724,0.724
cosine,1,onehot,lda,none,selectp,minmax,distance,1,linear,0.25,2,68,True,1024,0.6706666666666667
cosine,1,onehot,lda,none,selectp,minmax,distance,1,linear,0.25,2,68,True,1200,0.6573333333333333
cosine,1,onehot,none,none,none,std,uniform,1,linear,0.25,2,25,False,16,0.9879999999999999
cosine,1,onehot,none,none,none,std,uniform,1,linear,0.25,2,25,False,23,0.9813333333333334
cosine,1,onehot,none,none,none,std,uniform,1,linear,0.25,2,25,False,32,0.9786666666666667
cosine,1,onehot,none,none,none,std,uniform,1,linear,0.25,2,25,False,45,0.9866666666666667
cosine,1,onehot,none,none,none,std,uniform,1,linear,0.25,2,25,False,64,0.9813333333333333
cosine,1,onehot,none,none,none,std,uniform,1,linear,0.25,2,25,False,91,0.9786666666666667
cosine,1,onehot,none,none,none,std,uniform,1,linear,0.25,2,25,False,128,0.9453333333333334
cosine,1,onehot,none,none,none,std,uniform,1,linear,0.25,2,25,False,181,0.836
cosine,1,onehot,none,none,none,std,uniform,1,linear,0.25,2,25,False,256,0.7666666666666666
cosine,1,onehot,none,none,none,std,uniform,1,linear,0.25,2,25,False,362,0.7693333333333333
cosine,1,onehot,none,none,none,std,uniform,1,linear,0.25,2,25,False,512,0.744
cosine,1,onehot,none,none,none,std,uniform,1,linear,0.25,2,25,False,724,0.724
cosine,1,onehot,none,none,none,std,uniform,1,linear,0.25,2,25,False,1024,0.6706666666666667
cosine,1,onehot,none,none,none,std,uniform,1,linear,0.25,2,25,False,1200,0.6573333333333333
cosine,1,onehot,none,none,selectp,minmax,uniform,1,linear,0.25,2,64,True,16,0.9879999999999999
cosine,1,onehot,none,none,selectp,minmax,uniform,1,linear,0.25,2,64,True,23,0.9813333333333334
cosine,1,onehot,none,none,selectp,minmax,uniform,1,linear,0.25,2,64,True,32,0.9786666666666667
cosine,1,onehot,none,none,selectp,minmax,uniform,1,linear,0.25,2,64,True,45,0.9866666666666667
cosine,1,onehot,none,none,selectp,minmax,uniform,1,linear,0.25,2,64,True,64,0.9813333333333333
cosine,1,onehot,none,none,selectp,minmax,uniform,1,linear,0.25,2,64,True,91,0.9786666666666667
cosine,1,onehot,none,none,selectp,minmax,uniform,1,linear,0.25,2,64,True,128,0.9453333333333334
cosine,1,onehot,none,none,selectp,minmax,uniform,1,linear,0.25,2,64,True,181,0.836
cosine,1,onehot,none,none,selectp,minmax,uniform,1,linear,0.25,2,64,True,256,0.7666666666666666
cosine,1,onehot,none,none,selectp,minmax,uniform,1,linear,0.25,2,64,True,362,0.7693333333333333
cosine,1,onehot,none,none,selectp,minmax,uniform,1,linear,0.25,2,64,True,512,0.744
cosine,1,onehot,none,none,selectp,minmax,uniform,1,linear,0.25,2,64,True,724,0.724
cosine,1,onehot,none,none,selectp,minmax,uniform,1,linear,0.25,2,64,True,1024,0.6706666666666667
cosine,1,onehot,none,none,selectp,minmax,uniform,1,linear,0.25,2,64,True,1200,0.6573333333333333
cosine,1,onehot,none,poly,none,none,uniform,1,linear,0.25,2,25,True,16,0.9879999999999999
cosine,1,onehot,none,poly,none,none,uniform,1,linear,0.25,2,25,True,23,0.9813333333333334
cosine,1,onehot,none,poly,none,none,uniform,1,linear,0.25,2,25,True,32,0.9786666666666667
cosine,1,onehot,none,poly,none,none,uniform,1,linear,0.25,2,25,True,45,0.9866666666666667
cosine,1,onehot,none,poly,none,none,uniform,1,linear,0.25,2,25,True,64,0.9813333333333333
cosine,1,onehot,none,poly,none,none,uniform,1,linear,0.25,2,25,True,91,0.9786666666666667
cosine,1,onehot,none,poly,none,none,uniform,1,linear,0.25,2,25,True,128,0.9453333333333334
cosine,1,onehot,none,poly,none,none,uniform,1,linear,0.25,2,25,True,181,0.836
cosine,1,onehot,none,poly,none,none,uniform,1,linear,0.25,2,25,True,256,0.7666666666666666
cosine,1,onehot,none,poly,none,none,uniform,1,linear,0.25,2,25,True,362,0.7693333333333333
cosine,1,onehot,none,poly,none,none,uniform,1,linear,0.25,2,25,True,512,0.744
cosine,1,onehot,none,poly,none,none,uniform,1,linear,0.25,2,25,True,724,0.724
cosine,1,onehot,none,poly,none,none,uniform,1,linear,0.25,2,25,True,1024,0.6706666666666667
cosine,1,onehot,none,poly,none,none,uniform,1,linear,0.25,2,25,True,1200,0.6573333333333333
cosine,1,ordinal,agglomerator,poly,selectp,minmax,distance,1,linear,0.25,2,34,True,16,0.9879999999999999
cosine,1,ordinal,agglomerator,poly,selectp,minmax,distance,1,linear,0.25,2,34,True,23,0.9813333333333334
cosine,1,ordinal,agglomerator,poly,selectp,minmax,distance,1,linear,0.25,2,34,True,32,0.9786666666666667
cosine,1,ordinal,agglomerator,poly,selectp,minmax,distance,1,linear,0.25,2,34,True,45,0.9866666666666667
cosine,1,ordinal,agglomerator,poly,selectp,minmax,distance,1,linear,0.25,2,34,True,64,0.9813333333333333
cosine,1,ordinal,agglomerator,poly,selectp,minmax,distance,1,linear,0.25,2,34,True,91,0.9786666666666667
cosine,1,ordinal,agglomerator,poly,selectp,minmax,distance,1,linear,0.25,2,34,True,128,0.9453333333333334
cosine,1,ordinal,agglomerator,poly,selectp,minmax,distance,1,linear,0.25,2,34,True,181,0.836
cosine,1,ordinal,agglomerator,poly,selectp,minmax,distance,1,linear,0.25,2,34,True,256,0.7666666666666666
cosine,1,ordinal,agglomerator,poly,selectp,minmax,distance,1,linear,0.25,2,34,True,362,0.7693333333333333
cosine,1,ordinal,agglomerator,poly,selectp,minmax,distance,1,linear,0.25,2,34,True,512,0.744
cosine,1,ordinal,agglomerator,poly,selectp,minmax,distance,1,linear,0.25,2,34,True,724,0.724
cosine,1,ordinal,agglomerator,poly,selectp,minmax,distance,1,linear,0.25,2,34,True,1024,0.6706666666666667
cosine,1,ordinal,agglomerator,poly,selectp,minmax,distance,1,linear,0.25,2,34,True,1200,0.6573333333333333
cosine,1,ordinal,agglomerator,poly,selectp,none,distance,1,linear,0.25,2,38,True,16,0.9879999999999999
cosine,1,ordinal,agglomerator,poly,selectp,none,distance,1,linear,0.25,2,38,True,23,0.9813333333333334
cosine,1,ordinal,agglomerator,poly,selectp,none,distance,1,linear,0.25,2,38,True,32,0.9786666666666667
cosine,1,ordinal,agglomerator,poly,selectp,none,distance,1,linear,0.25,2,38,True,45,0.9866666666666667
cosine,1,ordinal,agglomerator,poly,selectp,none,distance,1,linear,0.25,2,38,True,64,0.9813333333333333
cosine,1,ordinal,agglomerator,poly,selectp,none,distance,1,linear,0.25,2,38,True,91,0.9786666666666667
cosine,1,ordinal,agglomerator,poly,selectp,none,distance,1,linear,0.25,2,38,True,128,0.9453333333333334
cosine,1,ordinal,agglomerator,poly,selectp,none,distance,1,linear,0.25,2,38,True,181,0.836
cosine,1,ordinal,agglomerator,poly,selectp,none,distance,1,linear,0.25,2,38,True,256,0.7666666666666666
cosine,1,ordinal,agglomerator,poly,selectp,none,distance,1,linear,0.25,2,38,True,362,0.7693333333333333
cosine,1,ordinal,agglomerator,poly,selectp,none,distance,1,linear,0.25,2,38,True,512,0.744
cosine,1,ordinal,agglomerator,poly,selectp,none,distance,1,linear,0.25,2,38,True,724,0.724
cosine,1,ordinal,agglomerator,poly,selectp,none,distance,1,linear,0.25,2,38,True,1024,0.6706666666666667
cosine,1,ordinal,agglomerator,poly,selectp,none,distance,1,linear,0.25,2,38,True,1200,0.6573333333333333
cosine,1,ordinal,agglomerator,poly,selectp,none,uniform,1,linear,0.25,2,59,True,16,0.9879999999999999
cosine,1,ordinal,agglomerator,poly,selectp,none,uniform,1,linear,0.25,2,59,True,23,0.9813333333333334
cosine,1,ordinal,agglomerator,poly,selectp,none,uniform,1,linear,0.25,2,59,True,32,0.9786666666666667
cosine,1,ordinal,agglomerator,poly,selectp,none,uniform,1,linear,0.25,2,59,True,45,0.9866666666666667
cosine,1,ordinal,agglomerator,poly,selectp,none,uniform,1,linear,0.25,2,59,True,64,0.9813333333333333
cosine,1,ordinal,agglomerator,poly,selectp,none,uniform,1,linear,0.25,2,59,True,91,0.9786666666666667
cosine,1,ordinal,agglomerator,poly,selectp,none,uniform,1,linear,0.25,2,59,True,128,0.9453333333333334
cosine,1,ordinal,agglomerator,poly,selectp,none,uniform,1,linear,0.25,2,59,True,181,0.836
cosine,1,ordinal,agglomerator,poly,selectp,none,uniform,1,linear,0.25,2,59,True,256,0.7666666666666666
cosine,1,ordinal,agglomerator,poly,selectp,none,uniform,1,linear,0.25,2,59,True,362,0.7693333333333333
cosine,1,ordinal,agglomerator,poly,selectp,none,uniform,1,linear,0.25,2,59,True,512,0.744
cosine,1,ordinal,agglomerator,poly,selectp,none,uniform,1,linear,0.25,2,59,True,724,0.724
cosine,1,ordinal,agglomerator,poly,selectp,none,uniform,1,linear,0.25,2,59,True,1024,0.6706666666666667
cosine,1,ordinal,agglomerator,poly,selectp,none,uniform,1,linear,0.25,2,59,True,1200,0.6573333333333333
cosine,1,ordinal,fastica,none,none,std,distance,1,linear,0.25,2,25,False,16,0.9879999999999999
cosine,1,ordinal,fastica,none,none,std,distance,1,linear,0.25,2,25,False,23,0.9813333333333334
cosine,1,ordinal,fastica,none,none,std,distance,1,linear,0.25,2,25,False,32,0.9786666666666667
cosine,1,ordinal,fastica,none,none,std,distance,1,linear,0.25,2,25,False,45,0.9866666666666667
cosine,1,ordinal,fastica,none,none,std,distance,1,linear,0.25,2,25,False,64,0.9813333333333333
cosine,1,ordinal,fastica,none,none,std,distance,1,linear,0.25,2,25,False,91,0.9786666666666667
cosine,1,ordinal,fastica,none,none,std,distance,1,linear,0.25,2,25,False,128,0.9453333333333334
cosine,1,ordinal,fastica,none,none,std,distance,1,linear,0.25,2,25,False,181,0.836
cosine,1,ordinal,fastica,none,none,std,distance,1,linear,0.25,2,25,False,256,0.7666666666666666
cosine,1,ordinal,fastica,none,none,std,distance,1,linear,0.25,2,25,False,362,0.7693333333333333
cosine,1,ordinal,fastica,none,none,std,distance,1,linear,0.25,2,25,False,512,0.744
cosine,1,ordinal,fastica,none,none,std,distance,1,linear,0.25,2,25,False,724,0.724
cosine,1,ordinal,fastica,none,none,std,distance,1,linear,0.25,2,25,False,1024,0.6706666666666667
cosine,1,ordinal,fastica,none,none,std,distance,1,linear,0.25,2,25,False,1200,0.6573333333333333
cosine,1,ordinal,fastica,none,selectp,none,distance,1,linear,0.25,2,87,True,16,0.9879999999999999
cosine,1,ordinal,fastica,none,selectp,none,distance,1,linear,0.25,2,87,True,23,0.9813333333333334
cosine,1,ordinal,fastica,none,selectp,none,distance,1,linear,0.25,2,87,True,32,0.9786666666666667
cosine,1,ordinal,fastica,none,selectp,none,distance,1,linear,0.25,2,87,True,45,0.9866666666666667
cosine,1,ordinal,fastica,none,selectp,none,distance,1,linear,0.25,2,87,True,64,0.9813333333333333
cosine,1,ordinal,fastica,none,selectp,none,distance,1,linear,0.25,2,87,True,91,0.9786666666666667
cosine,1,ordinal,fastica,none,selectp,none,distance,1,linear,0.25,2,87,True,128,0.9453333333333334
cosine,1,ordinal,fastica,none,selectp,none,distance,1,linear,0.25,2,87,True,181,0.836
cosine,1,ordinal,fastica,none,selectp,none,distance,1,linear,0.25,2,87,True,256,0.7666666666666666
cosine,1,ordinal,fastica,none,selectp,none,distance,1,linear,0.25,2,87,True,362,0.7693333333333333
cosine,1,ordinal,fastica,none,selectp,none,distance,1,linear,0.25,2,87,True,512,0.744
cosine,1,ordinal,fastica,none,selectp,none,distance,1,linear,0.25,2,87,True,724,0.724
cosine,1,ordinal,fastica,none,selectp,none,distance,1,linear,0.25,2,87,True,1024,0.6706666666666667
cosine,1,ordinal,fastica,none,selectp,none,distance,1,linear,0.25,2,87,True,1200,0.6573333333333333
cosine,1,ordinal,ka_nystroem,poly,none,none,uniform,1,linear,0.25,2,25,True,16,0.9879999999999999
cosine,1,ordinal,ka_nystroem,poly,none,none,uniform,1,linear,0.25,2,25,True,23,0.9813333333333334
cosine,1,ordinal,ka_nystroem,poly,none,none,uniform,1,linear,0.25,2,25,True,32,0.9786666666666667
cosine,1,ordinal,ka_nystroem,poly,none,none,uniform,1,linear,0.25,2,25,True,45,0.9866666666666667
cosine,1,ordinal,ka_nystroem,poly,none,none,uniform,1,linear,0.25,2,25,True,64,0.9813333333333333
cosine,1,ordinal,ka_nystroem,poly,none,none,uniform,1,linear,0.25,2,25,True,91,0.9786666666666667
cosine,1,ordinal,ka_nystroem,poly,none,none,uniform,1,linear,0.25,2,25,True,128,0.9453333333333334
cosine,1,ordinal,ka_nystroem,poly,none,none,uniform,1,linear,0.25,2,25,True,181,0.836
cosine,1,ordinal,ka_nystroem,poly,none,none,uniform,1,linear,0.25,2,25,True,256,0.7666666666666666
cosine,1,ordinal,ka_nystroem,poly,none,none,uniform,1,linear,0.25,2,25,True,362,0.7693333333333333
cosine,1,ordinal,ka_nystroem,poly,none,none,uniform,1,linear,0.25,2,25,True,512,0.744
cosine,1,ordinal,ka_nystroem,poly,none,none,uniform,1,linear,0.25,2,25,True,724,0.724
cosine,1,ordinal,ka_nystroem,poly,none,none,uniform,1,linear,0.25,2,25,True,1024,0.6706666666666667
cosine,1,ordinal,ka_nystroem,poly,none,none,uniform,1,linear,0.25,2,25,True,1200,0.6573333333333333
cosine,1,ordinal,ka_nystroem,poly,selectp,minmax,uniform,1,linear,0.25,2,49,True,16,0.9879999999999999
cosine,1,ordinal,ka_nystroem,poly,selectp,minmax,uniform,1,linear,0.25,2,49,True,23,0.9813333333333334
cosine,1,ordinal,ka_nystroem,poly,selectp,minmax,uniform,1,linear,0.25,2,49,True,32,0.9786666666666667
cosine,1,ordinal,ka_nystroem,poly,selectp,minmax,uniform,1,linear,0.25,2,49,True,45,0.9866666666666667
cosine,1,ordinal,ka_nystroem,poly,selectp,minmax,uniform,1,linear,0.25,2,49,True,64,0.9813333333333333
cosine,1,ordinal,ka_nystroem,poly,selectp,minmax,uniform,1,linear,0.25,2,49,True,91,0.9786666666666667
cosine,1,ordinal,ka_nystroem,poly,selectp,minmax,uniform,1,linear,0.25,2,49,True,128,0.9453333333333334
cosine,1,ordinal,ka_nystroem,poly,selectp,minmax,uniform,1,linear,0.25,2,49,True,181,0.836
cosine,1,ordinal,ka_nystroem,poly,selectp,minmax,uniform,1,linear,0.25,2,49,True,256,0.7666666666666666
cosine,1,ordinal,ka_nystroem,poly,selectp,minmax,uniform,1,linear,0.25,2,49,True,362,0.7693333333333333
cosine,1,ordinal,ka_nystroem,poly,selectp,minmax,uniform,1,linear,0.25,2,49,True,512,0.744
cosine,1,ordinal,ka_nystroem,poly,selectp,minmax,uniform,1,linear,0.25,2,49,True,724,0.724
cosine,1,ordinal,ka_nystroem,poly,selectp,minmax,uniform,1,linear,0.25,2,49,True,1024,0.6706666666666667
cosine,1,ordinal,ka_nystroem,poly,selectp,minmax,uniform,1,linear,0.25,2,49,True,1200,0.6573333333333333
cosine,1,ordinal,ka_rbf,poly,selectp,minmax,distance,1,linear,0.25,2,42,True,16,0.9879999999999999
cosine,1,ordinal,ka_rbf,poly,selectp,minmax,distance,1,linear,0.25,2,42,True,23,0.9813333333333334
cosine,1,ordinal,ka_rbf,poly,selectp,minmax,distance,1,linear,0.25,2,42,True,32,0.9786666666666667
cosine,1,ordinal,ka_rbf,poly,selectp,minmax,distance,1,linear,0.25,2,42,True,45,0.9866666666666667
cosine,1,ordinal,ka_rbf,poly,selectp,minmax,distance,1,linear,0.25,2,42,True,64,0.9813333333333333
cosine,1,ordinal,ka_rbf,poly,selectp,minmax,distance,1,linear,0.25,2,42,True,91,0.9786666666666667
cosine,1,ordinal,ka_rbf,poly,selectp,minmax,distance,1,linear,0.25,2,42,True,128,0.9453333333333334
cosine,1,ordinal,ka_rbf,poly,selectp,minmax,distance,1,linear,0.25,2,42,True,181,0.836
cosine,1,ordinal,ka_rbf,poly,selectp,minmax,distance,1,linear,0.25,2,42,True,256,0.7666666666666666
cosine,1,ordinal,ka_rbf,poly,selectp,minmax,distance,1,linear,0.25,2,42,True,362,0.7693333333333333
cosine,1,ordinal,ka_rbf,poly,selectp,minmax,distance,1,linear,0.25,2,42,True,512,0.744
cosine,1,ordinal,ka_rbf,poly,selectp,minmax,distance,1,linear,0.25,2,42,True,724,0.724
cosine,1,ordinal,ka_rbf,poly,selectp,minmax,distance,1,linear,0.25,2,42,True,1024,0.6706666666666667
cosine,1,ordinal,ka_rbf,poly,selectp,minmax,distance,1,linear,0.25,2,42,True,1200,0.6573333333333333
cosine,1,ordinal,kernel_pca,none,none,std,uniform,1,linear,0.7831097890933,2,25,True,16,0.9879999999999999
cosine,1,ordinal,kernel_pca,none,none,std,uniform,1,linear,0.7831097890933,2,25,True,23,0.9813333333333334
cosine,1,ordinal,kernel_pca,none,none,std,uniform,1,linear,0.7831097890933,2,25,True,32,0.9786666666666667
cosine,1,ordinal,kernel_pca,none,none,std,uniform,1,linear,0.7831097890933,2,25,True,45,0.9866666666666667
cosine,1,ordinal,kernel_pca,none,none,std,uniform,1,linear,0.7831097890933,2,25,True,64,0.9813333333333333
cosine,1,ordinal,kernel_pca,none,none,std,uniform,1,linear,0.7831097890933,2,25,True,91,0.9786666666666667
cosine,1,ordinal,kernel_pca,none,none,std,uniform,1,linear,0.7831097890933,2,25,True,128,0.9453333333333334
cosine,1,ordinal,kernel_pca,none,none,std,uniform,1,linear,0.7831097890933,2,25,True,181,0.836
cosine,1,ordinal,kernel_pca,none,none,std,uniform,1,linear,0.7831097890933,2,25,True,256,0.7666666666666666
cosine,1,ordinal,kernel_pca,none,none,std,uniform,1,linear,0.7831097890933,2,25,True,362,0.7693333333333333
cosine,1,ordinal,kernel_pca,none,none,std,uniform,1,linear,0.7831097890933,2,25,True,512,0.744
cosine,1,ordinal,kernel_pca,none,none,std,uniform,1,linear,0.7831097890933,2,25,True,724,0.724
cosine,1,ordinal,kernel_pca,none,none,std,uniform,1,linear,0.7831097890933,2,25,True,1024,0.6706666666666667
cosine,1,ordinal,kernel_pca,none,none,std,uniform,1,linear,0.7831097890933,2,25,True,1200,0.6573333333333333
cosine,1,ordinal,kernel_pca,none,selectp,std,uniform,1,linear,0.4622436797072,2,27,True,16,0.9879999999999999
cosine,1,ordinal,kernel_pca,none,selectp,std,uniform,1,linear,0.4622436797072,2,27,True,23,0.9813333333333334
cosine,1,ordinal,kernel_pca,none,selectp,std,uniform,1,linear,0.4622436797072,2,27,True,32,0.9786666666666667
cosine,1,ordinal,kernel_pca,none,selectp,std,uniform,1,linear,0.4622436797072,2,27,True,45,0.9866666666666667
